name,accession_lat,accession_lng,terraclimate_lat,terraclimate_lng,spring_soil_moisture,fall_soil_moisture
950132,55.7729,13.2571,55.7708,13.2708,0.3687666,0.5358187
950141,55.6372,13.5,55.6458,13.5208,0.39784274,0.576998
950142,55.6372,13.5,55.6458,13.5208,0.39784274,0.576998
950146,55.6677,13.6234,55.6875,13.6042,0.39143348,0.5660331
950147,55.6677,13.6234,55.6875,13.6042,0.39143348,0.5660331
950149,55.6677,13.6234,55.6875,13.6042,0.39143348,0.5660331
950150,55.6677,13.6234,55.6875,13.6042,0.39143348,0.5660331
950151,55.6677,13.6234,55.6875,13.6042,0.39143348,0.5660331
950152,55.6221,13.836,55.6042,13.8542,0.38783807,0.57358676
950153,55.6221,13.836,55.6042,13.8542,0.38783807,0.57358676
950159,55.6086,14.0609,55.6042,14.0625,0.39033923,0.57188106
950161,55.6086,14.0609,55.6042,14.0625,0.39033923,0.57188106
950162,55.6086,14.0609,55.6042,14.0625,0.39033923,0.57188106
950163,55.6086,14.0609,55.6042,14.0625,0.39033923,0.57188106
950164,59.3696,17.9951,59.3542,17.9792,0.7744255,0.7702241
950171,59.4341,17.9219,59.4375,17.9375,0.76160705,0.7677875
950172,59.4341,17.9219,59.4375,17.9375,0.76160705,0.7677875
950175,59.4341,17.9219,59.4375,17.9375,0.76160705,0.7677875
950176,59.4773,17.8534,59.4792,17.8542,0.73706424,0.7697368
950177,59.4773,17.8534,59.4792,17.8542,0.73706424,0.7697368
950180,59.4773,17.8534,59.4792,17.8542,0.73706424,0.7697368
950181,59.4773,17.8534,59.4792,17.8542,0.73706424,0.7697368
950182,59.8192,17.6536,59.8125,17.6458,0.7173675,0.8360136
950183,59.8192,17.6536,59.8125,17.6458,0.7173675,0.8360136
950191,59.8447,17.5101,59.8542,17.5208,0.68954194,0.79044837
950192,59.8447,17.5101,59.8542,17.5208,0.68954194,0.79044837
950193,59.9089,17.5999,59.8958,17.6042,0.7226825,0.8296783
950200,59.6526,17.6885,59.6458,17.6875,0.70533067,0.79093564
950201,59.6526,17.6885,59.6458,17.6875,0.70533067,0.79093564
950202,59.6526,17.6885,59.6458,17.6875,0.70533067,0.79093564
950203,59.6526,17.6885,59.6458,17.6875,0.70533067,0.79093564
950204,59.6526,17.6885,59.6458,17.6875,0.70533067,0.79093564
950205,50.051,14.3871,50.0625,14.3958,0.12709081,0.11281676
950221,60.1826,24.8368,60.1875,24.8125,0.52837265,0.64936644
950222,50.3627,30.4684,50.3542,30.4792,0.32061905,0.22051658
950224,60.3092,25.0525,60.3125,25.0625,0.5225887,0.6978557
950226,65.0025,25.4743,65.0208,25.4792,0.47522277,0.5748051
950227,54.9444,23.8516,54.9375,23.8542,0.32468343,0.38523388
950228,61.5163,23.6054,61.5208,23.6042,0.466156,0.6269493
950230,60.403,24.7583,60.3958,24.7708,0.533844,0.7171052
950231,60.4795,22.2973,60.4792,22.3125,0.49413788,0.6211014
950245,46.1897,20.4,46.1875,20.3958,0.14381741,0.105506815
950247,50.2278,12.8753,50.2292,12.8958,0.28044394,0.3535575
950248,54.7119,25.2788,54.7292,25.2708,0.3417227,0.38060427
950249,50.1385,13.9668,50.1458,13.9792,0.22479287,0.21174465
950253,60.186,24.8089,60.1875,24.8125,0.52837265,0.64936644
950254,50.7299,3.23244,50.7292,3.2292,0.22119744,0.30555555
950255,50.7318,3.21882,50.7292,3.2292,0.22119744,0.30555555
950256,54.6122,25.2592,54.6042,25.2708,0.3398468,0.3881579
950257,60.2418,24.9878,60.2292,24.9792,0.5282163,0.6698343
950260,54.8409,23.8631,54.8542,23.8542,0.32202592,0.39668614
950261,48.1803,13.9364,48.1875,13.9375,0.15038298,0.27339178
950262,48.1803,13.9362,48.1875,13.9375,0.15038298,0.27339178
950263,48.178,13.9278,48.1875,13.9375,0.15038298,0.27339178
950264,48.1485,13.8546,48.1458,13.8542,0.15272783,0.27266082
950267,48.7641,12.8629,48.7708,12.8542,0.15366578,0.24317738
950275,52.221,7.92105,52.2292,7.9375,0.24136315,0.36500975
950279,50.7272,12.5093,50.7292,12.5208,0.3181179,0.41910326
950280,50.7318,8.72368,50.7292,8.7292,0.32015008,0.32407403
950282,51.6893,9.91378,51.6875,9.8958,0.3382836,0.3528265
950283,51.6892,9.91348,51.6875,9.8958,0.3382836,0.3528265
950286,51.7422,10.0179,51.7292,10.0208,0.315773,0.3065302
950291,50.1025,8.73757,50.1042,8.7292,0.2956073,0.27436644
950296,51.9791,9.84193,51.9792,9.8542,0.30264187,0.34770954
950559,51.262,1.305,51.2708,1.3125,0.3176489,0.3114035
950560,52.6908,-2.72032,52.6875,-2.7292,0.29091763,0.38401556
950562,52.6712,-2.74474,52.6875,-2.7292,0.29091763,0.38401556
950565,50.7392,-3.52861,50.7292,-3.5208,0.33843988,0.4515107
ALS_S_12,52.15798,-106.57909,52.1458,-106.5625,0.14006566,0.12012671
BEECHER,40.71504,-89.79612,40.7292,-89.8125,0.5436923,0.5207115
CANADA_13,52.15798,-106.57909,52.1458,-106.5625,0.14006566,0.12012671
KS_1,39.12664,-100.84802,39.1458,-100.8542,0.017039238,0.016325535
MI_1,43.33633,-82.74896,43.3542,-82.7292,0.38721278,0.40911308
MT_6,45.66459,-111.04846,45.6458,-111.0625,0.17273721,0.0918616
NE_1,40.16608,-97.58573,40.1458,-97.6042,0.1827419,0.14863548
NY_10,42.44928,-76.46207,42.4375,-76.4792,0.34375486,0.4451754
PATTON,40.7128,-89.78058,40.7292,-89.7708,0.53790843,0.5
SMITH_35,61.59972,-149.11278,61.6042,-149.1042,0.20368923,0.38913256
TIBET_33,29.64795,91.11701,29.6458,91.1042,0.023135843,0.08918129
WI_DURAND,44.63,-91.97,44.6458,-91.9792,0.38158512,0.47197855
15_06,48.37998,-114.21333,48.3958,-114.2292,0.5005472,0.21856725
18_01,43.80267,-70.82433,43.8125,-70.8125,0.35579178,0.48854777
19_1,40.0634,-105.9231,40.0625,-105.9375,0.1471002,0.044590637
AMES_31016,41.787249,-88.28079,41.7708,-88.2708,0.26340473,0.2982456
AMES_31018,41.79675,-88.236507,41.8125,-88.2292,0.27262777,0.3065302
CS_950278,41.891544,-88.262787,41.8958,-88.2708,0.2820072,0.3155458
FAE1_ROD_IND,44.24042,-85.38599,44.2292,-85.3958,0.497108,0.6137914
ISU_109,42.57318,-87.95605,42.5625,-87.9375,0.41394404,0.4286062
ISU_112,43.84311,-101.9003,43.8542,-101.8958,0.07315929,0.047514614
ISU_252,44.91744,-107.09801,44.9375,-107.1042,0.12083788,0.048976604
LORETTO,46.05346,-108.84437,46.0625,-108.8542,0.040800374,0.021686157
MN_135,47.61376,-111.58492,47.6042,-111.6042,0.044239487,0.025584795
PALE_FIELD,48.11348,-114.32766,48.1042,-114.3125,0.6307644,0.28898633
W12,45.3692,-110.733346,45.3542,-110.7292,0.17351882,0.08820663
W3_2013,43.72044,-103.9719,43.7292,-103.9792,0.08644677,0.05190058
13_02,40.19,-105.21,40.1875,-105.2292,0.03470377,0.023148147
13_03,39.41,-105.35,39.3958,-105.3542,0.04752228,0.027046781
13_11,47.029975,-102.82239,47.0208,-102.8125,0.10536189,0.10038986
13_12,46.033997,-102.715343,46.0208,-102.7292,0.09692042,0.09137427
13_13,49.9313994,-119.3889577,49.9375,-119.3958,0.279506,0.12841131
13_15,45.05,-93.64,45.0625,-93.6458,0.33421913,0.40911308
13_25,40.41106,-90.63738,40.3958,-90.6458,0.56198215,0.6062378
13_30,38.34536,-90.99336,38.3542,-90.9792,0.66937625,0.5643275
13_31,37.94557,-91.90812,37.9375,-91.8958,0.75910574,0.7024854
13_34,36.69713,-94.96683,36.6875,-94.9792,0.39284042,0.45321634
13_36,38.70452,-85.5263,38.6875,-85.5208,0.58605593,0.6437622
13_38,39.09329,-84.86886,39.1042,-84.8542,0.48069406,0.48611104
15_01,39.05523,-84.87884,39.0625,-84.8958,0.49601373,0.5063353
15_03,39.180662,-84.77684,39.1875,-84.7708,0.45568234,0.4680799
15_04,39.44343,-83.95321,39.4375,-83.9375,0.41988432,0.4278752
15_05,39.60644,-83.955,39.6042,-83.9375,0.39502892,0.40399605
15_07,39.86021,-85.31598,39.8542,-85.3125,0.3903392,0.41276807
15_10,40.30535,-89.64993,40.3125,-89.6458,0.5582304,0.49000973
PB_29,53.706558,-113.860956,53.6875,-113.8542,0.13256215,0.09624757
PB_100,51.031875,-113.934761,51.0208,-113.9375,0.06362357,0.037037037
RCG_1,38.64308,-91.18722,38.6458,-91.1875,0.65343124,0.57602334
RCG_2,38.64323,-91.18728,38.6458,-91.1875,0.65343124,0.57602334
RCG_5,38.616,-91.02883,38.6042,-91.0208,0.63217133,0.5302144
RCG_6,38.616015,-91.028501,38.6042,-91.0208,0.63217133,0.5302144
Spring 32-10,45.664,-111.048,45.6458,-111.0625,0.17273721,0.0918616
